Produto Original,Total Unidades,Frequencia,Termo de Busca
"Hemitartarato De Zolpidem 5Mg Eurofarma, Caixa Com 30 Comprimidos Subilinguais",412.0,13,Hemitartarato De Zolpidem Eurofarma
@ Vigadexa Col 5Ml,412.0,14,Vigadexa Col
"Addera D3 Capsulas 7000UI, Caixa Com 30 Comprimidos",411.0,12,Addera D 7000Ui
"Insunorm N 100UI/mL, caixa com 1 frasco ampola com 10mL de suspensão de uso subcutâneo",411.0,15,Insunorm N 100Ui Ml
Simbiotil 10 sachês com 1g de pó para solução de uso oral,411.0,15,Simbiotil 10 Sachês Com De Pó Para Solução De
Creme Rejuvenescedor Mantecorp Ivy C10 - 30g,411.0,15,Creme Rejuvenescedor Mantecorp Ivy C10
Vatis Cloridrato Propafenona 150mg 90 comprimidos,411.0,15,Vatis Cloridrato Propafenona
Fortice Com 30 Comprimidos,411.0,12,Fortice Com
Doxaprost Mesilato de Doxazosina 4mg 30 Comprimidos,411.0,12,Doxaprost Mesilato De Doxazosina
"Cabergolina 0,5mg Genérico Eurofarma 2 Comprimidos",411.0,13,Cabergolina 0 Genérico Eurofarma
"Montelair 10Mg, Caixa Contendo 30 Comprimidos Revestidos",411.0,13,Montelair Caixa Contendo Revestidos
Pasalix 30 comprimidos Revestidos,411.0,13,Pasalix Revestidos
Amoxicilina 500mg Bio 21 Cápsulas,410.0,12,Amoxicilina Bio
"Ciflogex Colutório Spray 1,5mg/mL, caixa com 1 frasco spray com 30mL de colutório, sabor menta",410.0,12,Ciflogex Colutório Spray 1 Ml
Ferripolimaltose 50mg mL Gotas 30mL Genérico Biolab,410.0,15,Ferripolimaltose Ml Gotas Genérico Biolab
"Cebralat 50mg, caixa com 60 comprimidos",410.0,13,Cebralat
"Strepsils 8,75mg Sabor Mel e Limão 8 Pastilhas",410.0,15,Strepsils 8 Sabor Mel E Limão 8 Pastilhas
"Fosfato Sódico de Prednisolona Vitamedic 3mg/mL, caixa com 1 frasco com 120mL de solução de uso oral + copo medidor",410.0,14,Fosfato Sódico De Prednisolona Vitamedic Ml
Succinato de Desvenlafaxina 100mg EMS 30 Comprimidos Revestidos,410.0,14,Succinato De Desvenlafaxina Ems Revestidos
Trinulox Creme 15g,410.0,13,Trinulox Creme
"Rosucor 10mg, caixa com 30 comprimidos revestidos",410.0,14,Rosucor
"Otrivina 1mg/mL, caixa com 1 frasco gotejador com 15mL de solução de uso nasal",410.0,14,Otrivina Ml
Flixotide Spray 50mcg GSK 120 doses,410.0,13,Flixotide Spray Gsk 120 Doses
Divalcon ER 500mg 60 Comprimidos Revestidos,409.0,13,Divalcon Er Revestidos
Spidufen 770mg 20 comprimidos,409.0,14,Spidufen
"Vick Pyrena, 1 Envelope Canela E Maca",409.0,13,Vick Pyrena Canela E Maca
@ Amoxicilina+Clav 400+57Mg 70Ml Ger,409.0,12,Amoxicilina Clav 400 Ger
Valerimed 50mg 20 Comprimidos Revestidos,409.0,13,Valerimed Revestidos
"Concor 1,25Mg, Caixa Com 30 Comprimidos Revestidos",409.0,14,Concor 1
Frutaxx Efervecente 5G Sachê Sabor Abacaxi caixa com 50 unidades,409.0,13,Frutaxx Efervecente Sachê Sabor Abacaxi
"Rosuvastatina Calcica Sanofi Medley 10Mg, Caixa Com 30 Comprimidos Revestidos",409.0,14,Rosuvastatina Calcica Sanofi Medley
Hezo Eszoplicona 2Mg Com 20 Comprimidos,409.0,14,Hezo Eszoplicona Com
"Cetoconazol Creme Cimed 20Mg G, Caixa Com 1 Bisnaga Com 30G De Creme De Uso Dermatologico",409.0,14,Cetoconazol Creme Cimed G
Roxflan Besilato de Anlodipino 10mg 30 comprimidos,408.0,13,Roxflan Besilato De Anlodipino
"Fentizol 0,02G G, Caixa Contendo 1 Bisnaga Com Creme De Uso Dermatologico De 20G",408.0,13,Fentizol 0 G Caixa Contendo 1 Bisnaga Com Creme De Uso Dermatologico De
"Sal de Frutas Eno frasco com 100g de pó efervescente de uso oral, tradicional",408.0,13,Sal De Frutas Eno
"Piemonte 4Mg, Caixa Com 30 Comprimidos Mastigaveis",408.0,13,Piemonte
Azitromicina 500mg 5cpr medley,408.0,15,Azitromicina 5Cpr Medley
Centrum Select Homem 30Cp,408.0,15,Centrum Select Homem 30Cp
"Mesilato De Doxazosina Cimed 4Mg, Caixa Com 30 Comprimidos",407.0,13,Mesilato De Doxazosina Cimed
RECONTER 10MG 30CPR,407.0,13,Reconter 30Cpr
Hidratante Anal em Gel Pro com 3g c 10 Bisnaga,407.0,15,Hidratante Anal Em Gel Pro Com C 10 Bisnaga
"Allegra 60mg, caixa com 10 comprimidos revestidos",407.0,14,Allegra
Haldol 1mg caixa com 20 comprimidos,407.0,15,Haldol
"Cefaliv 1mg + 100mg + 350mg, caixa com 12 comprimidos",407.0,14,Cefaliv
Tramadol 50mg Genérico Neo Química 10 cápsulas,407.0,13,Tramadol Genérico Neo Química
Novacort Pom 30Gr,407.0,13,Novacort Pom R
"Plasil Comprimido 10mg, caixa com 20 comprimidos",406.0,14,Plasil Comprimido
Biofenac Di 50mg Aché 20 Comprimidos Dispersíveis,406.0,14,Biofenac Di Aché Dispersíveis
Analgésico Tylenol Criança Líquido 60mL,406.0,14,Analgésico Tylenol Criança Líquido
Tolrest 75mg 30cpr,406.0,14,Tolrest 30Cpr
"Cicloprimogyna 2Mg +  2Mg + 0,25Mg , Caixa Com 21 Drageas",406.0,14,Cicloprimogyna 0
Pant Solucao Capilar 50Ml Com 3 Unidades,406.0,14,Pant Solucao Capilar Com
"Nesina Pio 25Mg + 30Mg, Caixa Com 30 Comprimidos Revestidos",406.0,15,Nesina Pio
"Stugeron 25mg, Caixa com 30 comprimidos",406.0,15,Stugeron
Glicerin 6 supositórios Adulto,405.0,14,Glicerin 6 Supositórios Adulto
Risperidona 1mg União Química 30 Comprimidos Revestidos,405.0,14,Risperidona União Química Revestidos
Utrogestan 200Mg Caixa Com 14 Cápsulas,405.0,14,Utrogestan
Lorax 2mg 30 Comprimidos,405.0,16,Lorax
@ Levofloxacino 500Mg 7Cp io,405.0,15,Levofloxacino 7Cp Io
"Ibupril Comprimido 300Mg, Caixa Com 20 Comprimidos",405.0,14,Ibupril Comprimido
"Cetoprofeno Comprimido Sanofi Medley 150Mg, Caixa Com 10 Comprimidos Revestidos De Liberacao Prolongada",405.0,13,Cetoprofeno Comprimido Sanofi Medley
Diazepam 10mg Pharlab 30 Comprimidos,404.0,16,Diazepam Pharlab
"Desalex D12 2,5mg 10 Comprimidos Merck",404.0,13,Desalex D12 2 Merck
Sertralina 50 30 Eur Gen,404.0,13,Sertralina 50 30 Eur Gen
"Labirin 24Mg, Caixa Com 60 Comprimidos",404.0,14,Labirin
"Folifolin 5Mg, Caixa Com 30 Comprimidos",404.0,13,Folifolin
Alginac Diclofenaco Sódico 50mg + B1 50mg + B6 50mg + B12 1000mcg 30 comprimidos,404.0,17,Alginac Diclofenaco Sódico B1 B6 B12
Anti-Hipertensivo Brasart Mono 160mg 30 Comprimidos,403.0,15,Anti Hipertensivo Brasart Mono
"Berinat 500mg, caixa com 30 cápsulas",403.0,14,Berinat
Suplemento Vitamínico e Mineral Puravit Imune Sabor Morango 75ml + Copo Dosador,403.0,12,Suplemento Vitamínico E Mineral Puravit Imune Sabor Morango Copo Dosador
Óleo de Rícino Farmax frasco com 30mL de óleo de uso oral,403.0,15,Óleo De Rícino Farmax
Uro-vaxom 6mg 30cpr,403.0,13,Uro Vaxom 30Cpr
Succinato de Desvenlafaxina Monoidratado 50mg Biosintética 30 comprimidos,403.0,13,Succinato De Desvenlafaxina Monoidratado Biosintética
Diovan Valsartana 80mg 28 comprimidos,403.0,15,Diovan Valsartana
Ablok Plus 25 12 5mg Biolab 30 Comprimidos,403.0,13,Ablok Plus 25 12 Biolab
"Sumaxpro 50mg + 500mg, caixa com 2 comprimidos revestidos",403.0,15,Sumaxpro
Imunovalle Kids Solucao De Uso Oral 120Ml,402.0,17,Imunovalle Kids Solucao De
"Euthyrox 100mcg, caixa com 50 comprimidos",402.0,12,Euthyrox
Lifepen g roxa caneta para insulina,402.0,13,Lifepen G Roxa Caneta Para Insulina
"Omeprazol Medley 20mg, caixa com 42 cápsulas gelatinosas duras de liberação retardada",402.0,13,Omeprazol Medley
Dipropionato de Betametasona 5mg mL + Fosfato Dissódico de Betametasona 2mg mL Suspensão Injetável 1 ampola 1mL Eurofarma Genérico,402.0,14,Dipropionato De Betametasona Ml Fosfato Dissódico De Betametasona Ml Suspensão Injetável 1 Ampola Eurofarma Genérico
"Omcilon-A Orabase 1mg/g, caixa com 1 bisnaga com 10g de pasta de uso bucal",402.0,13,Omcilon A Orabase G
"Meclin 25mg, caixa com 15 comprimidos",402.0,14,Meclin
Floral De Bach Polinize Harmonia Sexual 30mL,401.0,13,Floral De Bach Polinize Harmonia Sexual
"Amoxicilina 500Mg Eurofarma, Caixa Com 30 Capsulas",401.0,16,Amoxicilina Eurofarma
Suplemento Alimentar Nouve Da 30 Sticks 2g cada,401.0,14,Suplemento Alimentar Nouve Da 30 Sticks Cada
"Melocox 7,5mg, caixa com 10 comprimidos",401.0,14,Melocox 7
"Olmy Anlo 20mg + 5mg, caixa com 30 comprimidos revestidos",401.0,13,Olmy Anlo
Cloridrato de Dorzolamida 2  colirio 5ml Bio,401.0,16,Cloridrato De Dorzolamida 2 Colirio Bio
Flucomed Fluconazol 150mg 1 cápsula,400.0,14,Flucomed Fluconazol
Flogoral Colutorio Laranja 150ml,400.0,13,Flogoral Colutorio Laranja
Condroflex Zodiac Sabor Abacaxi 30 Sachês,400.0,16,Condroflex Zodiac Sabor Abacaxi 30 Sachês
"Atrovent 0,25mg/mL, caixa com 1 frasco com 20mL de solução de uso inalatório",400.0,15,Atrovent 0 Ml
Diprogenta Pomada Com 30g,400.0,14,Diprogenta Pomada Com
Neozine 4  Gts 20Ml  C1,400.0,14,Neozine Ts C1
Dimorf 10mg caixa com 50 cápsulas,400.0,16,Dimorf
"Femoston Conti 1mg + 5mg, caixa com 28 comprimidos revestidos",400.0,13,Femoston Conti
Amoxicilina 500mg 5ml Prati150ml,400.0,15,Amoxicilina Prati
Suplemento Vitamínico e Mineral Ossone 30 Comprimidos Revestidos,399.0,13,Suplemento Vitamínico E Mineral Ossone Revestidos
Divena 40mg 60 Comprimidos Revestidos De Liberação Retardada,399.0,15,Divena Revestidos De Liberação Retardada
"Flavenos 450mg + 50mg, caixa com 60 comprimidos revestidos",399.0,13,Flavenos
@ Otosporin Gts,399.0,13,Otosporin Gts
Camomila Composta Catarinense 150mL,399.0,14,Camomila Composta Catarinense
"Clonazepam 2,5mg Medley Frasco Gotejador 20ml",399.0,13,Clonazepam 2 Medley Frasco Gotejador
Paracetamol 500mg + Fosfato de Codeína 30mg EMS 12 Comprimidos,399.0,13,Paracetamol Fosfato De Codeína Ems
"Clotrimazol Creme Vaginal Medley 20mg/g, caixa com 1 bisnaga com 20g de creme de uso vaginal + 3 aplicadores",399.0,14,Clotrimazol Creme Vaginal Medley G
Claritin 10mg 12 Comprimidos,398.0,16,Claritin
Topiramato 50Mg 60Cpr Bio Gen,398.0,14,Topiramato 60Cpr Bio Gen
MaterDHA caixa com 30 cápsulas moles,398.0,14,Materdha
Addera D3 10000Ui 10 Comprimidos,398.0,14,Addera D3 10000Ui
Funchimed Baby 5g,398.0,15,Funchimed Baby
LuftaGastroPro Sabor Menta sachê  unit 10ml,398.0,14,Luftagastropro Sabor Menta Sachê Unit
"Naprix A 10Mg + 10Mg, Caixa Com 30 Capsulas Gelatinosas Duras",398.0,14,Naprix A
@ Sulfametoxazol Tri 800 160Mg 10Cp Prat,398.0,13,Sulfametoxazol Tri 800 10Cp Prat
"Lisador Dip 1g, blíster com 8 comprimidos",398.0,14,Lisador Dip Blíster Com
Cloridrato de Sertralina 50mg Biosintética 30 Comprimidos Revestidos,398.0,15,Cloridrato De Sertralina Biosintética Revestidos
Atenolol 100Mg 30Cpr Bio Ge,397.0,14,Atenolol 30Cpr Bio Ge
Frisium 20mg caixa com 20 comprimidos,397.0,16,Frisium
"Leite de Magnésia Eno frasco com 350mL de suspensão de uso oral, sabor tradicional",397.0,13,Leite De Magnésia Eno
"Azox 20mg/mL, caixa com 1 frasco de pó para suspensão de uso oral (frasco com capacidade de 100mL) + seringa dosadora",397.0,13,Azox Ml
"Dilatador Nasal Respire Melhor pele normal, médio com 10 unidades",397.0,13,Dilatador Nasal Respire Melhor Pele Normal Médio Com
"Nesina 25Mg, Com 30 Comprimidos Revestidos",397.0,13,Nesina Com Revestidos
Castanha Da India Atalaia 30Drg,397.0,16,Castanha Da India Atalaia 30Drg
Amoxicilina 875mg + Clavulanato 125mg Eurofarma 20 Comprimidos,397.0,12,Amoxicilina Clavulanato Eurofarma
"Rosuvastatina Calcica Biosintetica 5Mg, Caixa Com 30 Comprimidos Revestidos",397.0,14,Rosuvastatina Calcica Biosintetica
"Aminofilina Comprimido Teuto 100Mg, Caixa Com 20 Comprimidos",397.0,13,Aminofilina Comprimido Teuto
"Symbicort 6Mcg Dose + 100Mcg Dose, Caixa Com 1 Tubo Com 60 Doses De Po De Uso Inalatorio + 1 Valvula Dosadora",397.0,14,Symbicort Dose Dose
"Xarope Vick 16mg/mL, frasco com 120mL de xarope, sabor mel",397.0,15,Xarope Vick Ml
"Levotiroxina Sodica Merck 150Mcg, Caixa Com 30 Comprimidos",397.0,16,Levotiroxina Sodica Merck
"Afrat 150mg, caixa com 1 comprimido",396.0,13,Afrat
Monocordil Mononitrato de Isossorbida 50mg 30 cápsulas,396.0,13,Monocordil Mononitrato De Isossorbida
Atenolol 50Mg 30Cpr Med,396.0,12,Atenolol 30Cpr Med
"Lisador 500mg + 5mg + 10mg, caixa com 24 comprimidos",396.0,13,Lisador
"Fenofibrato Legrand 200mg, caixa com 30 cápsulas gelatinosas duras",396.0,14,Fenofibrato Legrand
"Camilia 3,333Mg + 3,333Mg + 3,333Mg, 10 Flaconetes Com 1Ml De Solucao De Uso Oral",396.0,12,Camilia 3 3 3 10 Flaconetes Com De Solucao De
Baycuten N Creme 40Gr,396.0,14,Baycuten N Creme R
"Clotrimazol Creme Vaginal EMS 10mg/g, caixa com 1 bisnaga com 35g de creme de uso vaginal + 6 aplicadores",396.0,15,Clotrimazol Creme Vaginal Ems G
Zetia Ezetimiba 10mg 60 comprimidos,396.0,13,Zetia Ezetimiba
"Bismu-Jet 25mg/mL + 25mg/mL + 15mg/mL, caixa com 1 frasco gotejador com 20mL de suspensão de uso oral",396.0,13,Bismu Jet Ml Ml Ml
Uninaltrex 50mg caixa com 30 comprimidos revestidos,395.0,15,Uninaltrex
Ritalina 10mg caixa com 60 comprimidos,395.0,15,Ritalina
Neotoss Xarope Adulto 100 Ml,395.0,14,Neotoss Xarope Adulto
Tobrex 3mg solução oftálmica frasco gotejador com 5ml,395.0,14,Tobrex Solução Oftálmica Frasco Gotejador Com
@ Amoxicilina 500Mg 21Caps Pra,395.0,14,Amoxicilina 21Caps Pra
Arcoxia 60mg caixa com 7 comprimidos,395.0,13,Arcoxia
"Clotrimazol Creme Dermatologico Medley 10Mg G, Caixa Com 1 Bisnaga Com 20G De Creme De Uso Dermatologico",394.0,13,Clotrimazol Creme Dermatologico Medley G
"Drospirenona + Etinilestradiol Ems 3Mg + 0,03Mg, Caixa Com 3 Blisters Com 21 Comprimidos",394.0,14,Drospirenona Etinilestradiol Ems 0
Artrolive 1200mg + 1500mg com 30 envelopes de 4g,394.0,14,Artrolive Com De
Cloridrato de Ciprofloxacino 500mg Medley 7 Comprimidos Revestidos,394.0,13,Cloridrato De Ciprofloxacino Medley Revestidos
"Drospirenona + Etinilestradiol Althaia 3Mg + 0,02Mg, Caixa Com 24 Comprimidos Revestidos",394.0,13,Drospirenona Etinilestradiol Althaia 0
"Alivium Cápsula 400mg, blíster com 3 cápsulas moles",394.0,14,Alivium Cápsula Blíster Com Moles
Hemifumarato De Bisoprolol 5Mg 30Cpr Ems,394.0,15,Hemifumarato De Bisoprolol 30Cpr Ems
Zyloric 300Mg 30Cpr,394.0,13,Zyloric 30Cpr
Zirvit Multi 30 Comprimidos Rev,394.0,14,Zirvit Multi Rev
Vitamina C Bio-C 1g Sabor Laranja 30 Comprimidos,394.0,12,Vitamina C Bio C Sabor Laranja
"Desogestrel 0,075Mg Germed 84 Comprimidos",394.0,15,Desogestrel 0 Germed
"Sal De Frutas Eno 2 Envelopes Com 5G De Po Efervescente De Uso Oral, Tonica",394.0,14,Sal De Frutas Eno Com De Po Efervescente De Tonica
Cloridrato de Venlafaxina 75mg Biosintética 28 Comprimidos,394.0,13,Cloridrato De Venlafaxina Biosintética
Durateston 250mg solução injetável 1 ampola com 1ml,393.0,12,Durateston Solução Injetável 1 Ampola Com
"Dymista 137Mcg + 50Mcg Dose, Caixa Com 1 Frasco Spray Com 23G De Suspensao De Uso Nasal",393.0,13,Dymista Dose
Cod Par Paracetamol 500Mg + Fosfato De Codeina 30Mg Com 12 Comprimidos,393.0,13,Cod Par Paracetamol Fosfato De Codeina Com
Exodus 20mg 60 Comprimidos,393.0,14,Exodus
Xarope De Guaco G500 Balsamico 150Ml,393.0,16,Xarope De Guaco G500 Balsamico
"Synthroid 25mcg, caixa com 30 comprimidos",393.0,14,Synthroid
Lonium 40 Mg 30 Comprimidos,393.0,13,Lonium
"Pant 50Mg Ml, Caixa Com 2 Frascos Com 50Ml De Solucao De Uso Capilar + 1 Valvula Spray",393.0,14,Pant Ml
"Repoflor 100Mg, Caixa Com 12 Capsulas Gelatinosas Duras",393.0,14,Repoflor
Lacday 10.000U.Fcc 30 Comprimidos Mastigáveis,392.0,14,Lacday 10 000U Fcc Mastigáveis
"Profenid 50Mg Ml, Caixa Com 6 Ampolas Com 2Ml De Solucao De Uso Intramuscular",392.0,17,Profenid Ml
Prysma 3mg 20 Comprimidos Revestidos,392.0,13,Prysma Revestidos
"Kollagenase com Cloranfenicol 10mg g + 0,6UI g 15g Pomada de Uso Dermatológico",392.0,15,Kollagenase Com Cloranfenicol G 0 6Ui G Pomada De Uso Dermatológico
Amoxicilina 875mg + Clavulanato de Potássio 125mg Germed 14 Comprimidos,392.0,14,Amoxicilina Clavulanato De Potássio Germed
Sulfadiazina de Prata 10mg g União Química Bisnaga 30g Creme de Uso Dermatológico,392.0,12,Sulfadiazina De Prata G União Química Bisnaga Creme De Uso Dermatológico
Hydralyte Guarana 500mL,392.0,17,Hydralyte Guarana
Sulfametoxazol + Trimetoprima - Teuto 400 + 80mg caixa com 20 comprimidos,392.0,12,Sulfametoxazol Trimetoprima Teuto 400
"Dorflex 300mg/mL + 35mg/mL + 50mg/mL, caixa com 1 frasco com 20mL de solução de uso oral",392.0,14,Dorflex Ml Ml Ml
Cloridrato de Sertralina 30 Comprimidos Revestidos 50mg Prati Donaduzzi,392.0,15,Cloridrato De Sertralina Revestidos Prati Donaduzzi
Coversyl Plus 4 + 125mg caixa com 30 comprimidos,392.0,13,Coversyl Plus 4
Clavulin BD 875mg + 125mg ml 20 Comprimidos,391.0,13,Clavulin Bd Ml
"Filinar 5mg/mL, caixa com 1 frasco com 120mL de xarope infantil + copo medidor",391.0,17,Filinar Ml
Claritromicina 500mg EMS 14 Comprimidos,391.0,12,Claritromicina Ems
"Neutrofer 300Mg, Caixa Com 30 Comprimidos Revestidos",391.0,15,Neutrofer
"Sirdalud 2mg, caixa com 30 comprimidos",391.0,13,Sirdalud
"Suplemento Alimentar Calde Mdk 1000Ul, Caixa Com 90 Comprimidos",391.0,14,Suplemento Alimentar Calde Mdk 1000Ul
"Venaflon 450mg + 50mg, caixa com 30 comprimidos revestidos",391.0,12,Venaflon
"Cloridrato de Metformina Prati-Donaduzzi 500mg, caixa com 30 comprimidos revestidos",390.0,14,Cloridrato De Metformina Prati Donaduzzi
Fisioton 400mg 30 comprimidos,390.0,13,Fisioton
Vonau Flash Menta 8 Mg 10 Comprimidos,390.0,14,Vonau Flash Menta
Naridrin Aqua Solução Nasal 9mg mL Spray 50mL,390.0,13,Naridrin Aqua Solução Nasal Ml Spray
"Cefalexina 250Mg Ml Uniao Quimica, Caixa Com 100Ml",390.0,15,Cefalexina Ml Uniao Quimica
"Esomeprazol Magnésico Medley/Astrazeneca 20mg, caixa com 28 comprimidos revestidos",390.0,15,Esomeprazol Magnésico Medley Astrazeneca
"Estomazil Pastilha 230Mg + 185Mg + 185Mg, Caixa Com 20 Comprimidos Mastigaveis, Abacaxi",390.0,12,Estomazil Pastilha
Lidosporin 12000ui+454mg ml sol oto fr gots x 10ml,390.0,13,Lidosporin 12000Ui Ml Sol Oto Fr Gots X
Tegretol 200mg 60 Comprimidos,390.0,14,Tegretol
"Ablok Plus 50mg + 12,5mg, caixa com 30 comprimidos",390.0,13,Ablok Plus 12
Amoxicilina 500mg EMS 15 Cápsulas,390.0,13,Amoxicilina Ems
Besilato Anlodipino 5mg Genérico EMS 30 comprimidos,389.0,13,Besilato Anlodipino Genérico Ems
"Diclofenaco Sódico Medley 50mg, caixa com 20 comprimidos revestidos﻿",389.0,16,Diclofenaco Sódico Medley
Miosan 5mg 10 Comprimidos Revestidos,389.0,13,Miosan Revestidos
Pregabalina 75mg Eurofarma 30 Cápsulas Duras,389.0,13,Pregabalina Eurofarma Duras
"Telmisartana 40Mg Althaia, Caixa Com 30 Comprimidos",389.0,14,Telmisartana Althaia
Bupropiona 150 60Cpr Ems,389.0,14,Bupropiona 150 60Cpr Ems
"Suprelle 1mg + 0,5mg, caixa com 28 comprimidos revestidos",389.0,14,Suprelle 0
"Transamin 250mg, caixa com 12 comprimidos",388.0,12,Transamin
Torante Extrato Seco de Hedera Helix 15mg Xarope 100mL,388.0,13,Torante Extrato Seco De Hedera Helix Xarope
Nicorette 4 Mg Mint 30 Gomas,388.0,14,Nicorette Mint Omas
Benziflex Lis 125 5mg com 15 Comprimidos,388.0,14,Benziflex Lis 125 Com
"Berotec 5mg/mL, caixa com 1 frasco com 20mL de solução oral",388.0,13,Berotec Ml
Gotas Binelli Dropropizina 30mg mL Solução Oral 10mL,388.0,12,Gotas Binelli Dropropizina Ml Solução Oral
@ Norfloxacino 400Mg 14Cp Med,388.0,12,Norfloxacino 14Cp Med
"Maxalt 10Mg, Caixa Com 2 Comprimidos Revestidos",388.0,13,Maxalt
Fluoxetina 20Mg 30Cpr Ger,388.0,14,Fluoxetina 30Cpr Ger
"Albocresil 18Mg Ml, Caixa Com 1 Bisnaga Com 50G De Gel De Uso Ginecologico",388.0,14,Albocresil Ml
NEBILET 5mg 60 Comprimidos,388.0,15,Nebilet
Sulfametoxazol tri susp ems,387.0,13,Sulfametoxazol Tri Susp Ems
"Furosemida Neo Quimica 40Mg, Caixa Com 20 Comprimidos",387.0,14,Furosemida Neo Quimica
"Venlift OD 37,5mg 30 Cápsulas",387.0,14,Venlift Od 37
"Nitrato De Miconazol Creme Ginecologico Prati-Donaduzzi 20Mg G, Caixa Com 1 Bisnaga Com 80G De Creme De Uso Ginecologico + 14 Aplicadores",387.0,13,Nitrato De Miconazol Creme Ginecologico Prati Donaduzzi G
Amoxicilina 250mg EMS Suspensão Oral 150ml,387.0,13,Amoxicilina Ems Suspensão Oral
"Benalet 5mg + 50mg + 10mg, cartela com 4 pastilhas, sabor menta",387.0,13,Benalet Cartela Com 4 Pastilhas Sabor Menta
Piemonte Montelucaste de Sódio 10mg 30 comprimidos,386.0,12,Piemonte Montelucaste De Sódio
Oxalato de Escitalopram 20mg Eurofarma 30 Comprimidos,386.0,14,Oxalato De Escitalopram Eurofarma
"Elixir Paregorico 0,05Ml Ml, Caixa Com 1 Frasco Com 30Ml De Elixir",386.0,13,Elixir Paregorico 0 Ml
"Diovan Hct 320Mg + 12,5Mg, Caixa Com 28 Comprimidos Revestidos",386.0,13,Diovan Hct 12
"Drospirenona + Etinilestradiol 3Mg+0,02Mg Ems, Caixa Com 24+4 Comprmidos Revestidos",386.0,12,Drospirenona Etinilestradiol 0 Ems
"Neralgyn 30Mg + 300Mg + 30Mg, Frasco Com 20 Drageas",385.0,14,Neralgyn
Artrodar 50mg caixa com 30 drágeas,385.0,14,Artrodar
Codein 3mg frasco com 120ml,385.0,15,Codein
"Tormiv Sl 10Mg, Caixa Com 10 Comprimidos Sublinguais",385.0,13,Tormiv Sl
"Lacto-Purga 5mg, caixa com 16 comprimidos revestidos",385.0,14,Lacto Purga
Álcool Gel Higienizante Munila Bichinhos Mistos 30g,385.0,13,Álcool Gel Higienizante Munila Bichinhos Mistos
Lantus Solostar Caneta 100Ui,385.0,13,Lantus Solostar Caneta 100Ui
"Procoralan 7,5mg Servier 56 Comprimidos",385.0,13,Procoralan 7 Servier
"Beserol 300mg + 125mg + 50mg + 30mg, caixa com 12 comprimidos",385.0,14,Beserol
"Dipirona Monoidratada Neo Química 1g, caixa com 10 comprimidos",385.0,14,Dipirona Monoidratada Neo Química
Sonitus Melatonina 210mcg gotas Kester 30ml,385.0,13,Sonitus Melatonina Gotas Kester
"Nifedipress 20Mg, Caixa Com 30 Comprimidos De Liberacao Retardada",385.0,13,Nifedipress
Galvus Met 50 + 500mg caixa com 56 cápsulas,385.0,14,Galvus Met 50
Trezor 5mg 60cpr,385.0,15,Trezor 60Cpr
Xarope Vick Infantil 120Ml,384.0,13,Xarope Vick Infantil
Nitrato de Miconazol 20mg g Creme Vaginal 80g + 14 aplicadores Teuto Genérico,384.0,15,Nitrato De Miconazol G Creme Vaginal 14 Aplicadores Teuto Genérico
Perlid 2Mg 30Cpr,384.0,13,Perlid 30Cpr
Fenobarbital 100 30Cpr Uq,384.0,12,Fenobarbital 100 30Cpr Uq
Diovan HCT 160mg + 25mg 28 comprimidos Novartis,384.0,12,Diovan Hct Novartis
"Carvedilol Biosintética - Aché 25mg, caixa com 30 comprimidos",384.0,13,Carvedilol Biosintética Aché
Tegretol 20mg suspensão frasco com 100ml,384.0,14,Tegretol Suspensão
Hemifumarato de Bisoprolol 10mg 30 Comprimidos Revestidos - Medley,384.0,13,Hemifumarato De Bisoprolol Revestidos Medley
Siblima 0015 + 60mg caixa com 24 comprimidos revestidos,384.0,13,Siblima 0015
