Produto Original,Total Unidades,Frequencia,Termo de Busca
Pressat 5mg 60 comprimidos,302.0,12,Pressat
"Natifa Pro 1mg + 0,5mg 28 comprimidos revestidos",302.0,13,Natifa Pro 0 Revestidos
Lactosil 10.000 FCC 30 Tabletes,302.0,12,Lactosil 10 000 Fcc 30 Tabletes
Eparema Sabor Laranja 10ml,302.0,12,Eparema Sabor Laranja
Vitamina D Sof D 50.000 UI 4 cápsulas gelatinosas moles,302.0,13,Vitamina D Sof D 50 000 Ui Gelatinosas Moles
Soanza XR 35mg 60 comprimidos,302.0,13,Soanza Xr
Lipidil 160mg 30 comprimidos revestidos,302.0,13,Lipidil Revestidos
Creme Dermatológico Maleato de Dexclorfeniramina 10mg/g EMS 30g,301.0,13,Creme Dermatológico Maleato De Dexclorfeniramina G Ems
Mesigyna 50mg/ml + 5mg/ml Solução Injetável 1 ampola com 1ml,301.0,12,Mesigyna Ml Ml Solução Injetável 1 Ampola Com
Alenia 6mcg + 200mcg 60 cápsulas inalatórias + 1 inalador,301.0,14,Alenia Inalatórias 1 Inalador
Buscoduo 20 comprimidos revestidos,301.0,13,Buscoduo Revestidos
"Aerolin 100mcg/dose 200 doses 14,6 ml",301.0,13,Aerolin Dose 200 Doses 14
Ultrafer 100mg 30 comprimidos revestidos,301.0,13,Ultrafer Revestidos
"Clexane 60mg, 2 seringas preenchidas com 0,6mL de solução de uso subcutâneo ou intramuscular + sistema de segurança",301.0,14,Clexane 2 Seringas Preenchidas Com 0 De Solução De Uso Subcutâneo Ou Intramuscular Sistema De Segurança
"Cataflam Pro XT 23,2mg/g Emugel 100g",301.0,13,Cataflam Pro Xt 23 G Emugel
ProVance Aché Sabor Limão 30 Comprimidos Mastigáveis,301.0,14,Provance Aché Sabor Limão Mastigáveis
"Esalerg 0,5mg/ml Xarope Sabor Tutti Frutti 100ml",301.0,15,Esalerg 0 Ml Xarope Sabor Tutti Frutti
"Tantin 0,060mg + 0,015mg 28 comprimidos revestidos",301.0,14,Tantin 0 0 Revestidos
Expectuss 15mg/5ml Pediátrico 100ml,301.0,13,Expectuss Pediátrico
"Inpruv D 10.000UI Apsen, 10 Comprimidos",301.0,12,Inpruv D 10 000Ui Apsen
Duomo 2mg 30 comprimidos,301.0,12,Duomo
Levoid 112mcg 30 comprimidos,301.0,13,Levoid
Rizi-M 5mg + 10mg 14 comprimidos revestidos,301.0,12,Rizi M Revestidos
Solução Oftálmica Ocupress 2% 5ml,301.0,12,Solução Oftálmica Ocupress 2
"Sorine 0,9% Nebulizador 45ml",301.0,13,Sorine 0 9 Nebulizador
Colujet 1mg/g Pasta de Uso Bucal 10g,300.0,12,Colujet G Pasta De Uso Bucal
Antialérgico em Creme Histamin 10mg/g 30g,300.0,14,Antialérgico Em Creme Histamin G
Lacto - Purga 16 comprimidos revestidos,300.0,14,Lacto Purga Revestidos
Advil 600mg 12 Horas 2 comprimidos revestidos de liberação prolongada,300.0,12,Advil 12 Horas Revestidos De Liberação Prolongada
Flogoral 3mg Pastilhas Sabor Menta 12un,300.0,12,Flogoral Pastilhas Sabor Menta 12Un
Levoid 88mcg 30 comprimidos,300.0,14,Levoid
Lisador 8 comprimidos,300.0,12,Lisador
Bravan Duo 80mg 5mg 30 comprimidos,300.0,14,Bravan Duo
Pralívio 400mg 10 cápsulas moles,300.0,13,Pralívio Moles
Nactali 75mcg 84 comprimidos revestidos,300.0,13,Nactali Revestidos
Aradois 25mg 30 comprimidos revestidos,300.0,13,Aradois Revestidos
Solução de Manitol 20% 250ml,300.0,13,Solução De Manitol 20
"Actifedrin 2,5mg + 60mg 20 comprimidos",300.0,12,Actifedrin 2
Colic Calm Suspensão Oral 59ml,300.0,13,Colic Calm Suspensão Oral
Busonid Aquoso Nasal 64mcg 120 doses 6ml,300.0,12,Busonid Aquoso Nasal 120 Doses
Benicar Triplo 40mg/25mg/10mg 30 comprimidos revestidos,300.0,12,Benicar Triplo Revestidos
"Solução Oftálmica Alphagan Z 0,1% 5ml",300.0,15,Solução Oftálmica Alphagan Z 0 1
Lotar 5mg + 100mg 30 cápsulas,300.0,13,Lotar
"PlantaBen 3,5g Sabor Artificial Laranja Pó Efervescente 30 envelopes com 5g cada",299.0,14,Plantaben 3 Sabor Artificial Laranja Pó Efervescente Com Cada
Flancox 400mg 10 comprimidos revestidos,299.0,12,Flancox Revestidos
Pietra ED 2mg 30 comprimidos revestidos,299.0,13,Pietra Ed Revestidos
Solução Oftálmica Cromolerg 4% 5ml,299.0,13,Solução Oftálmica Cromolerg 4
Aplause 20mg 30 comprimidos revestidos,299.0,14,Aplause Revestidos
Dolamin Flex 125mg + 5 mg 12 comprimidos revestidos,299.0,14,Dolamin Flex Revestidos
"DRENIFÓRMIO - 0,125mg/g + 30mg/g, 1 bisnaga com 30g de creme de uso dermatológico",299.0,14,Drenifórmio 0 G G 1 Bisnaga Com De Creme De Uso Dermatológico
Bravan 160mg 30 comprimidos revestidos,299.0,12,Bravan Revestidos
Ammy 4mg 28 comprimidos revestidos,299.0,13,Ammy Revestidos
Eparema Sabor Hortelã 12 flaconetes de 10ml cada,299.0,14,Eparema Sabor Hortelã 12 Flaconetes De Cada
Advil Mulher 400mg 10 Cápsulas Líquidas,299.0,12,Advil Mulher Líquidas
ABC Creme 10mg/g 20g,299.0,12,Abc Creme G
Coristina D Pro 4 comprimidos,299.0,15,Coristina D Pro
Stugeron 25mg 30 comprimidos,298.0,13,Stugeron
Luftal Gel Caps 125mg - 20 Cápsulas Gelatinosas,298.0,15,Luftal Gel Caps Gelatinosas
Bálsamo Bengué Gel 60g,298.0,14,Bálsamo Bengué Gel
Siilif 100mg 30 comprimidos revestidos,298.0,15,Siilif Revestidos
Artrosil 320mg 10 cápsulas duras de liberação prolongada,298.0,14,Artrosil Duras De Liberação Prolongada
Ablok Plus 100mg 25mg 30 comprimidos,298.0,13,Ablok Plus
"Fluidificante e Descongestionante Nasal Rinosoro SIC Infantil Spray Suave 0,9%  50ml",298.0,13,Fluidificante E Descongestionante Nasal Rinosoro Sic Infantil Spray Suave 0 9
Vitamina D3 Addera D3 7.000UI 30 comprimidos revestidos,298.0,13,Vitamina D3 Addera D3 7 000Ui Revestidos
Venalot 15mg + 90mg 60 comprimidos,298.0,12,Venalot
Primera 30 150mcg + 30mcg 63 comprimidos,298.0,12,Primera 30
Diovan 80mg 28 comprimidos revestidos,298.0,13,Diovan Revestidos
"Diclin 2mg + 0,035mg 63 comprimidos revestidos",298.0,14,Diclin 0 Revestidos
Coristina D Pro 16 comprimidos,297.0,12,Coristina D Pro
Deocil SL 10mg 20 comprimidos,297.0,12,Deocil Sl
Carverol 250mg 20 comprimidos,297.0,14,Carverol
Alivium 400mg 10 cápsulas líquidas,297.0,13,Alivium Líquidas
"Diane 35 2mg + 0,035mg 63 drágeas",297.0,13,Diane 35 0
Synthroid 125mcg 30 comprimidos,297.0,12,Synthroid
Diovan Amlo Fix 320mg + 10mg 28 comprimidos revestidos,297.0,12,Diovan Amlo Fix Revestidos
"Esalerg D12 2,5mg + 120mg 10 comprimidos de liberação modificada",297.0,13,Esalerg D12 2 De Liberação Modificada
Fluidificante e Descongestionante Nasal Wash In 100ml,297.0,14,Fluidificante E Descongestionante Nasal Wash In
Dozemast 1.000mcg 30 comprimidos sublinguais,297.0,13,Dozemast 1 Sublinguais
"Spiolto 2,5mcg + 2,5mcg 1 Frasco com 4ml de Solução, 60 Acionamentos + Inalador Respimat",297.0,12,Spiolto 2 2 1
Vertix 5mg/ml Sabor Baunilha 30ml,297.0,13,Vertix Ml Sabor Baunilha
Profergan 25mg 20 comprimidos revestidos,297.0,13,Profergan Revestidos
Florax SM 100milhões/ml Sabor Framboesa 5 flaconetes com 5ml cada,297.0,13,Florax Sm 100Milhões Ml Sabor Framboesa 5 Flaconetes Com Cada
LuftaGastroPro Sachê 10ml,297.0,12,Luftagastropro Sachê
Leite de Magnésia Eno Hortelã 350ml,296.0,12,Leite De Magnésia Eno Hortelã
Levoid 25mcg 30 comprimidos,296.0,14,Levoid
Alektos 20mg 20 comprimidos,296.0,13,Alektos
Analgésico Novalgina 1g 10 comprimidos efervescentes,296.0,14,Analgésico Novalgina Efervescentes
Benegrip Multi Febre e Dor Pediatrico 15ml,296.0,13,Benegrip Multi Febre E Dor Pediatrico
"Solução Oftálmica Pred Mild 0,12% 10ml",296.0,12,Solução Oftálmica Pred Mild 0 12
SeloZok 50mg 30 comprimidos revestidos de liberação controlada,296.0,13,Selozok Revestidos De Liberação Controlada
Xarope Bisolvon Expectorante Pediátrico 4mg/5ml 1 frasco com 120mL,296.0,13,Xarope Bisolvon Expectorante Pediátrico 1
Biofenac DI 50mg 10 comprimidos dispersíveis,296.0,13,Biofenac Di Dispersíveis
Bivolet 5mg Biolab 30 comprimidos,296.0,14,Bivolet Biolab
Vynaxa 15mg 28 Comprimidos Revestidos,296.0,12,Vynaxa Revestidos
Utrogestan 200mg com 42 cápsulas,295.0,13,Utrogestan Com
Puran T4 150mcg 30 comprimidos,295.0,13,Puran T4
NovaCort Creme 30g,295.0,13,Novacort Creme
Euthyrox 25mcg 50 comprimidos,295.0,12,Euthyrox
Sal de Frutas Eno Laranja 2 envelopes com 5g,295.0,15,Sal De Frutas Eno Laranja Com
Motilium 10mg 30 comprimidos,295.0,14,Motilium
Brondilat 50mg/5ml Xarope Sabor Framboesa 120ml,295.0,13,Brondilat Xarope Sabor Framboesa
Xarope Mucosolvan 30mg/5ml Sabor Morango 120ml,295.0,13,Xarope Mucosolvan Sabor Morango
Sal de Frutas Eno Tradicional 2 envelopes com 5g,295.0,12,Sal De Frutas Eno Tradicional Com
Imosec 2mg 12 comprimidos,295.0,13,Imosec
Suplemento Alimentar Lipomax Cromo 60 cápsulas,295.0,13,Suplemento Alimentar Lipomax Cromo
Ibupril 400mg 8 cápsulas gelatinosas moles,295.0,12,Ibupril Gelatinosas Moles
"Dexfer 400mg, Eurofarma 30 comprimidos revestidos",295.0,14,Dexfer Eurofarma Revestidos
Levoid 50mcg 30 comprimidos,295.0,14,Levoid
Valtrex 500mg 10 comprimidos revestidos,295.0,14,Valtrex Revestidos
Kit Lavitan Pré-Natal Multi 60 cápsulas moles + Ômega 3 DHA 30 comprimidos revestidos,295.0,12,Kit Lavitan Pré Natal Multi Moles Ômega 3 Dha Revestidos
"Solução Nasal Maresis Baby 0,9% Spray Jato Suave Contínuo 100ml",295.0,14,Solução Nasal Maresis Baby 0 9 Spray Jato Suave Contínuo
Zart 50mg 30 comprimidos revestidos,295.0,12,Zart Revestidos
Pomada Minancora 30g,295.0,13,Pomada Minancora
Amplium G 30mg/g + 20mg/g Creme Ginecológico 40g + 7 aplicadores,295.0,12,Amplium G G G Creme Ginecológico 7 Aplicadores
"Elani Ciclo 3mg + 0,03mg 21 comprimidos revestidos",295.0,13,Elani Ciclo 0 Revestidos
"Vesomni 6mg + 0,4mg 30 comprimidos revestidos de liberação modificada",295.0,15,Vesomni 0 Revestidos De Liberação Modificada
Vatis 150mg 90 comprimidos revestidos,295.0,12,Vatis Revestidos
Leite de Magnésia Phillips Original 120ml,294.0,13,Leite De Magnésia Phillips Original
Ablok 25mg 30 comprimidos,294.0,13,Ablok
Allestra 20 75mcg + 20mcg 63 drágeas,294.0,13,Allestra 20
Pradaxa 110mg 30 cápsulas,294.0,12,Pradaxa
Nebilet 5mg 30 comprimidos,294.0,13,Nebilet
Promensil 100mg 30 comprimidos revestidos,294.0,13,Promensil Revestidos
Loncord 20mg 20 cápsulas,294.0,13,Loncord
Artrolive 1500mg + 1200mg Sabor Laranja 30 envelopes com 4g de granulado cada,294.0,13,Artrolive Sabor Laranja Com De Granulado Cada
Arnica Montana 6CH Almeida Prado Frasco com 13g,294.0,14,Arnica Montana 6Ch Almeida Prado
"Motix Solução Injetável 10 ampolas com 2,2ml cada",294.0,12,Motix Solução Injetável 10 Ampolas Com 2 Cada
Indux 50mg 10 comprimidos,294.0,12,Indux
Itraspor 100mg 4 cápsulas,294.0,12,Itraspor
"Drenison 4mcg/cm² Oclusivo 1 Rolo com 7,5cm x 200cm",294.0,13,Drenison Cm Oclusivo 1 Rolo Com 7 5Cm X 200Cm
"Cor-Select 2,5mg 60 comprimidos",294.0,16,Cor Select 2
Suplemento Alimentar DOSS 1.000UI Vitamina D3 90 Cápsulas Gelatinosas,293.0,12,Suplemento Alimentar Doss 1 000Ui Vitamina D3 Gelatinosas
Lacday 10.000 U.FCC EMS 30 comprimidos mastigáveis,293.0,14,Lacday 10 000 U Fcc Ems Mastigáveis
Forxiga 10mg 30 comprimidos revestidos,293.0,12,Forxiga Revestidos
Duomo HP 2mg + 5 mg 30 cápsulas,293.0,12,Duomo Hp
Predsim 11mg/ml Gotas 20ml,293.0,12,Predsim Ml Gotas
Atacand Comb 16mg + 5mg 30 comprimidos + 30 comprimidos de liberação prolongada,293.0,13,Atacand Comb De Liberação Prolongada
Dimetigass Gotas 75mg 15ml,293.0,12,Dimetigass Gotas
Florastor 12 cápsulas,293.0,12,Florastor
Daflon 1000mg FFPM 60 comprimidos revestidos,293.0,13,Daflon Ffpm Revestidos
"Oestrogel 0,6mg/g Gel 80g",293.0,12,Oestrogel 0 G Gel
Puran T4 200mcg 30 comprimidos,293.0,13,Puran T4
Creme Dermatológico Profergan 20mg/g 30g,293.0,15,Creme Dermatológico Profergan G
Marevan 5mg 10 comprimidos,293.0,12,Marevan
Zimiex 10mg 30 comprimidos,292.0,12,Zimiex
Qtern 5mg/10mg 30 comprimidos revestidos,292.0,13,Qtern Revestidos
Diclac SR 75mg 20 comprimidos,292.0,12,Diclac Sr
SeloZok 100mg 30 comprimidos revestidos de liberação controlada,292.0,13,Selozok Revestidos De Liberação Controlada
"Maxidex Pomada Oftálmica 1mg/g 3,5g",292.0,14,Maxidex Pomada Oftálmica G 3
"Trayenta Duo 2,5mg / 1000mg 60 comprimidos revestidos",292.0,14,Trayenta Duo 2 Revestidos
"Diprosalic 0,5mg/ml + 20mg/ml Solução Dermatológica 30ml",292.0,13,Diprosalic 0 Ml Ml Solução Dermatológica
Antigases Luftal Gotas 75mg/ml Sabor Cereja 30ml,292.0,14,Antigases Luftal Gotas Ml Sabor Cereja
Angipress 50mg 30 comprimidos,292.0,14,Angipress
Analgésico Advil 400mg 20 cápsulas líquidas,292.0,12,Analgésico Advil Líquidas
"Duomo 4mg Eurofarma, 30 comprimidos",292.0,14,Duomo Eurofarma
Montelair 5mg Sabor Cereja 60 comprimidos mastigáveis,292.0,12,Montelair Sabor Cereja Mastigáveis
Pastilhas Vick Drops Sabor Artificial de Cereja 10g,292.0,13,Pastilhas Vick Drops Sabor Artificial De Cereja
Xantinon Complex 100ml,291.0,12,Xantinon Complex
Teste de Gravidez Fast Test Plus 1un,291.0,13,Teste De Gravidez Fast Test Plus 1Un
Reparil 10mg/g + 50mg/g Gel 100g,291.0,12,Reparil G G Gel
Teste de Gravidez Clearblue Plus,291.0,12,Teste De Gravidez Clearblue Plus
Diamox 250mg 30 comprimidos,291.0,12,Diamox
Toragesic 10mg 10 comprimidos sublinguais,291.0,13,Toragesic Sublinguais
Osteotrat 35mg 4 comprimidos revestidos,291.0,13,Osteotrat Revestidos
Listo 4mg 10 comprimidos de desintegração oral,291.0,13,Listo De Desintegração Oral
"Drenatan 0,05mg/ml Solução Oftálmica 2,5ml",291.0,13,Drenatan 0 Ml Solução Oftálmica 2
Apidra 100UI/ml 1 ampola com 10ml,291.0,12,Apidra 100Ui Ml 1 Ampola Com
Cizax 5mg 30 comprimidos,291.0,12,Cizax
Januvia 100mg 28 comprimidos revestidos,291.0,13,Januvia Revestidos
"Holmes H 20mg + 12,5mg 30 comprimidos revestidos",291.0,15,Holmes H 12 Revestidos
"Xultophy 100UI/ml + 3,6mg/ml 1 sistema de aplicação com 3ml de solução",291.0,13,Xultophy 100Ui Ml 3 Ml 1 Sistema De Aplicação Com De Solução
"Nociclin 0,15mg + 0,03mg 21 comprimidos",291.0,13,Nociclin 0 0
"Clob - X 0,5mg/g Pomada Dermatológica 30g",291.0,13,Clob X 0 G Pomada Dermatológica
Fluviral Dia 20 comprimidos,291.0,15,Fluviral Dia
Sulfato de Hidroxicloroquina 400mg EMS 30 comprimidos revestidos,291.0,14,Sulfato De Hidroxicloroquina Ems Revestidos
Xarope Glyteol 200mg/15ml Sabor Morango 100ml,291.0,13,Xarope Glyteol Sabor Morango
Enax 200mg 30 comprimidos revestidos,291.0,13,Enax Revestidos
Xarope Desalex 100ml,290.0,13,Xarope Desalex
Magnostase 2mg 12 comprimidos,290.0,12,Magnostase
Artrolive 500mg + 400mg 90 cápsulas,290.0,12,Artrolive
"Esalerg 1,25mg/ml Gotas 20ml",290.0,14,Esalerg 1 Ml Gotas
Janumet 50mg + 500mg 56 comprimidos revestidos,290.0,13,Janumet Revestidos
"Bicarbonato de Sódio ADV 10 Sachês de 2,5g cada",290.0,12,Bicarbonato De Sódio Adv 10 Sachês De 2 Cada
"Solução Oftálmica Octifen 0,25mg/ml 5ml",289.0,13,Solução Oftálmica Octifen 0 Ml
Androsten 94mg 30 comprimidos,289.0,13,Androsten
Desodalina 600mg 60 cápsulas,289.0,15,Desodalina
Steaton 200mg 60 cápsulas moles,289.0,13,Steaton Moles
Pastilhas Benalet Sabor Mel e Limão 4un,289.0,15,Pastilhas Benalet Sabor Mel E Limão 4Un
"Eliquis 2,5mg 20 comprimidos revestidos",289.0,12,Eliquis 2 Revestidos
Benicar HCT 40mg/25mg 30 comprimidos revestidos,289.0,12,Benicar Hct Revestidos
Antialérgico Allegra 60mg 10 comprimidos revestidos,289.0,12,Antialérgico Allegra Revestidos
Lisador 4 comprimidos,289.0,13,Lisador
Colact 667mg/ml Sabor Salada de Frutas 120ml,289.0,15,Colact Ml Sabor Salada De Frutas
"Fentizol 0,02g/g Creme Dermatológico 20g",289.0,13,Fentizol 0 G Creme Dermatológico
"Psorex 0,5mg/g Pomada Dermatológica 30g",289.0,14,Psorex 0 G Pomada Dermatológica
Probiatop 30 sachês com 1g,288.0,13,Probiatop 30 Sachês Com
Antiácido Gastrol Blister 20 Pastilhas,288.0,14,Antiácido Gastrol Blister 20 Pastilhas
Analgésico Dorflex 24 comprimidos,288.0,13,Analgésico Dorflex
"Solução Nasal Sorine Infantil 0,9% Gotas 30ml + 1 conta-gotas",288.0,15,Solução Nasal Sorine Infantil 0 9 Gotas 1 Conta Gotas
Pradaxa 150mg 30 cápsulas,288.0,12,Pradaxa
Laxante Fitoterápico Naturetti Geleia Sabor Ameixa 130g,288.0,12,Laxante Fitoterápico Naturetti Geleia Sabor Ameixa
Solução Oftálmica Cetrolac MD 4mg/ml 10ml,288.0,14,Solução Oftálmica Cetrolac Md Ml
Betadine 24mg 30 comprimidos,288.0,14,Betadine
Synthroid 150mcg 30 comprimidos,288.0,14,Synthroid
Dacxi 10mg 30 comprimidos revestidos,288.0,15,Dacxi Revestidos
Galvus Met 50mg + 850mg 56 comprimidos revestidos,288.0,15,Galvus Met Revestidos
Synthroid 25mcg 30 comprimidos,288.0,14,Synthroid
"Lavagem Nasal Nasoar XT 5,0% Refil 15 sachês",288.0,12,Lavagem Nasal Nasoar Xt 5 0 Refil 15 Sachês
Diosmin SDU 900mg + 100mg Sabor Laranja / Limão 15 sachês com 5g cada,287.0,13,Diosmin Sdu Sabor Laranja Limão 15 Sachês Com Cada
Levemir Flexpen 100U/ml com 1 sistema de aplicação preenchido 3ml,287.0,13,Levemir Flexpen 100U Ml Com 1 Sistema De Aplicação Preenchido
"Adinos 0,5mg/g Gel Creme 30g",287.0,13,Adinos 0 G Gel Creme
Metamucil Pó Sabor Original 210g,287.0,14,Metamucil Pó Sabor Original
"Noripurum Fólico 100mg + 0,35mg 30 comprimidos mastigáveis",287.0,14,Noripurum Fólico 0 Mastigáveis
"Cordarex 2,5mg 30 comprimidos",287.0,12,Cordarex 2
Advantan 1mg/g Loção 20g,287.0,12,Advantan G Loção
Suplemento Alimentar Ofolato SOP Sabor Tangerina 30 sachês,287.0,12,Suplemento Alimentar Ofolato Sop Sabor Tangerina 30 Sachês
Ritmonorm 300mg 30 comprimidos revestidos,287.0,13,Ritmonorm Revestidos
Equitam 120mg 30 comprimidos revestidos,287.0,12,Equitam Revestidos
Lacday 10.000 FCC ALU EMS 60 comprimidos mastigáveis,287.0,12,Lacday 10 000 Fcc Alu Ems Mastigáveis
Itralex 100mg 4 Cápsulas Duras,286.0,13,Itralex Duras
Descongestionante em Jato Contínuo Vick Vapo Spray 100ml,286.0,12,Descongestionante Em Jato Contínuo Vick Vapo Spray
Prelone 5mg 20 comprimidos,286.0,13,Prelone
Labirin 24mg 60 comprimidos,286.0,14,Labirin
Vonaugasmax 250mg 20 cápsulas moles,286.0,13,Vonaugasmax Moles
Antiácido Pó Efervescente Estomazil Sabor Abacaxi 6 envelopes com 5g cada,286.0,13,Antiácido Pó Efervescente Estomazil Sabor Abacaxi Com Cada
Puran T4 88mcg 30 comprimidos,286.0,13,Puran T4
Infralax 15 comprimidos,286.0,12,Infralax
Symdulor SL 10mg 10 comprimidos sublinguais,286.0,14,Symdulor Sl Sublinguais
Rubia 75mcg 84 comprimidos revestidos,286.0,14,Rubia Revestidos
Gaeso 20mg 28 comprimidos,286.0,12,Gaeso
"Halobex 0,05% Creme Dermatológico 30g",286.0,13,Halobex 0 05 Creme Dermatológico
Noripurum 100mg 30 comprimidos mastigáveis,286.0,13,Noripurum Mastigáveis
Glucovance 500 + 5mg 30 comprimidos revestidos,286.0,13,Glucovance 500 Revestidos
Concor 5mg 30 comprimidos revestidos,285.0,12,Concor Revestidos
Minel 200mg 30 comprimidos revestidos,285.0,14,Minel Revestidos
Pastilhas Benalet Sabor Mel e Limão 12un,285.0,12,Pastilhas Benalet Sabor Mel E Limão 12Un
Torsilax Neo Química 12 comprimidos,285.0,12,Torsilax Neo Química
Solução Oftálmica Pilocarpina 4% 10ml,285.0,13,Solução Oftálmica Pilocarpina 4
Solução Oral Nasaliv Sabor Cereja 60ml,285.0,12,Solução Oral Nasaliv Sabor Cereja
Solução Spray Canesten 10mg/ml 30ml,285.0,12,Solução Spray Canesten Ml
Galvus Met 50mg + 1000mg 56 comprimidos revestidos,285.0,12,Galvus Met Revestidos
"Lubrificante Ocular Laxime 0,15% 10ml",285.0,14,Lubrificante Ocular Laxime 0 15
"Annita 20mg/ml, 1 frasco com 45ml de pó para suspensão de uso oral",285.0,12,Annita Ml 1
"Tarfic 0,1% Pomada Dermatológica 30g",285.0,13,Tarfic 0 1 Pomada Dermatológica
"Arpadol 400mg, 60 Comprimidos",285.0,13,Arpadol
Ventus Spray 50mcg 60 Acionamentos 9ml,285.0,12,Ventus Spray 60 Acionamentos
Gino Canesten 3 Dias 100mg/5g Creme Vaginal 20g + 3 aplicador,285.0,13,Gino Canesten 3 Dias Creme Vaginal 3 Aplicador
"Drenison N 0,125mg/g + 0,35mg/g Creme 30g",284.0,13,Drenison N 0 G 0 G Creme
Advil 600mg 12 Horas 6 comprimidos revestidos de liberação prolongada,284.0,12,Advil 12 Horas Revestidos De Liberação Prolongada
Sumax 50mg 2 comprimidos revestidos,284.0,13,Sumax Revestidos
"Fluidificante e Descongestionante Nasal Rinosoro Jet Infantil 0,9% 100ml",284.0,13,Fluidificante E Descongestionante Nasal Rinosoro Jet Infantil 0 9
Funtyl 10mg/g Creme 20g,284.0,12,Funtyl G Creme
Loratadina 1mg/ml EMS Sabor Cereja 100ml,284.0,12,Loratadina Ml Ems Sabor Cereja
Analgésico CataflamPRO XT Emulgel 50g,283.0,12,Analgésico Cataflampro Xt Emulgel
"Picbam 2,5mg 20 comprimidos revestidos",283.0,13,Picbam 2 Revestidos
"Glicel 1,5g Pediátrico 6 supositórios de glicerina",283.0,13,Glicel 1 Pediátrico 6 Supositórios De Glicerina
Acertil 10mg 60 Comprimidos Revestidos,283.0,14,Acertil Revestidos
"Flux SR 1,5mg 30 comprimidos revestidos",283.0,13,Flux Sr 1 Revestidos
Funchicórea Pó 3g,283.0,14,Funchicórea Pó
Aglucose 50mg 30 comprimidos,283.0,13,Aglucose
Gotas Binelli 30mg/ml 10ml,283.0,12,Gotas Binelli Ml
Sumax 100mg 2 comprimidos revestidos,283.0,12,Sumax Revestidos
Lixiana 30mg 30 comprimidos revestidos,283.0,17,Lixiana Revestidos
Melagrião Própolis e Gengibre Spray Sabor Laranja 30ml,283.0,12,Melagrião Própolis E Gengibre Spray Sabor Laranja
"Combodart 0,5mg + 0,4mg 30 cápsulas gelatinosas duras de liberação prolongada",283.0,13,Combodart 0 0 Gelatinosas Duras De Liberação Prolongada
Flogoral 3mg Pastilhas Sabor Cereja 12un,283.0,13,Flogoral Pastilhas Sabor Cereja 12Un
Tamarine 12mg 20 cápsulas,283.0,12,Tamarine
"Candicort 20mg + 0,64mg Pomada Dermatológica 30g",283.0,12,Candicort 0 Pomada Dermatológica
"Tenadren 40mg + 12,5mg 30 comprimidos",283.0,12,Tenadren 12
Loratamed D Loratadina 1mg/ml + Sulfato de Pseudoefedrina 12mg/ml Xarope 60ml,283.0,14,Loratamed D Loratadina Ml Sulfato De Pseudoefedrina Ml Xarope
Busonid Caps 200mcg 60 cápsulas para inalação + 1 inalador,283.0,13,Busonid Caps Para Inalação 1 Inalador
Eparema Sabor Tradicional Hortelã 200ml,283.0,15,Eparema Sabor Tradicional Hortelã
Xarope Stodal 150ml,282.0,13,Xarope Stodal
Coledue R 10mg + 5mg 30 cápsulas duras,282.0,13,Coledue R Duras
Etna Injetável 3 frascos ampolas com pó + 3 ampolas com de diluente,282.0,13,Etna Injetável 3 Frascos Ampolas Com Pó 3 Ampolas Com De Diluente
Naldecon Pack Dia e Noite 24 comprimidos,282.0,12,Naldecon Pack Dia E Noite
Dorspan Composto Gotas 20ml,282.0,12,Dorspan Composto Gotas
"Rozex 7,5mg/g Gel 30g",282.0,12,Rozex 7 G Gel
Solução Nasal Maresis Jato Forte 100ml,282.0,12,Solução Nasal Maresis Jato Forte
Cialis 20mg 2 comprimidos revestidos,282.0,13,Cialis Revestidos
Regulador Intestinal Duphalac 667mg/ml Sem Sabor Artificial 200ml,282.0,13,Regulador Intestinal Duphalac Ml Sem Sabor Artificial
SeloZok 25mg 30 comprimidos revestidos de liberação controlada,281.0,12,Selozok Revestidos De Liberação Controlada
Traumeel S 50 comprimidos sublinguais,281.0,12,Traumeel S Sublinguais
Foldan 50mg/g Pomada 45g,281.0,13,Foldan G Pomada
Suplemento Alimentar Kollis Solução Oleosa Gotas 8ml,281.0,12,Suplemento Alimentar Kollis Solução Oleosa Gotas
Analgésico Tylenol DC Liberação Imediata 20 comprimidos revestidos,281.0,15,Analgésico Tylenol Dc Liberação Imediata Revestidos
Sédatif PC Boiron 60 Comprimidos Revestidos,281.0,13,Sédatif Pc Boiron Revestidos
Plenance 20mg 30 comprimidos revestidos,281.0,13,Plenance Revestidos
Novolin R 100UI/ml 1 ampola com 10ml,281.0,14,Novolin R 100Ui Ml 1 Ampola Com
Noex 100mcg Spray Nasal 100 doses,281.0,14,Noex Spray Nasal 100 Doses
"Stezza 2,5mg + 1,5mg 28 comprimidos revestidos",281.0,14,Stezza 2 1 Revestidos
"Glucovance 500 + 2,5mg 30 comprimidos revestidos",281.0,13,Glucovance 500 2 Revestidos
"Volare 40mg/0,4ml 2 seringas preenchidas de 0,4ml",281.0,14,Volare 0 2 Seringas Preenchidas De 0
Dorflex Dip 1g 10 comprimidos,281.0,13,Dorflex Dip
Tiorfan 30mg 38 sachês,281.0,13,Tiorfan 38 Sachês
"Ablok Plus 25mg + 12,5mg 30 comprimidos",281.0,13,Ablok Plus 12
Complexo Homeopático Almeida Prado N 48 60 Comprimidos,280.0,12,Complexo Homeopático Almeida Prado N 48
